Sentence,Label
এইহানে ডায়ালগ মারিস না।,Pabna
তুরা আস্তে খও।,Sylhet
আপনার লাইগা কিছু রিজাব করবের পারেন?,Pabna
দেওয়ানি কইলো আঁই আজকা জিততে পারতাম না।,Cumilla
কমই তো নিছে রে,Bogura
তুই কি কচিছ?,Rangpur
বস তোমাক ডাহে বারে,Bogura
তোমার অভিজ্ঞতা শেয়ার করবেন?,Rangpur
এটা মোর পছন্দ নোমায়,Rangpur
তুই সোকসময় পাকাইস,Rangpur
আঁর্লাই এক্কানা দয়া গইর্যেন,Chittagong
তোর পিও গান গা।,Rangpur
আমি এখন খাইতাম নায়,Sylhet
তুই এলাং এটে ওটে ঘুরি বেড়াস,Rangpur
এক্কানা গরি জিরাই ল,Chittagong
হ ঠিক আছে,Chittagong
তুমি কিতা কোনো নয়া খামো লাগছোনি?,Sylhet
তোর মা ঢেইলা গেছে।,Pabna
কামে লাগবো।,Pabna
বিল ডা দিয়া দেই,Bogura
আইজক্যার আবহাওয়া ডো সুন্দর।,Bogura
ওরে আনস কেন?,Pabna
তোমার ব্যবহার মোটেও ভালা না।,Cumilla
দেহো ভালো করে।,Pabna
হাকাউ! কায় কইল তোক?,Rangpur
দয়া গরি ইবা আঁর লাই গরি দন,Chittagong
সময় মতো আসিশ।,Rangpur
তোরা আবার ঢাকায় থাহস।,Cumilla
বেরাই দইরগুম।,Chittagong
আঁই কিছু না কই।,Cumilla
আমারে সময়ে জানাইয়ো।,Cumilla
মোর কিছু ভাল নাগবার লাগছে না,Rangpur
হামাগোরে বাড়িও বগুড়ার,Bogura
বেয়াগ্গিন ভালা হয় যাবই,Chittagong
তোমরা কি ভাবেন জানাইবেন?,Rangpur
ও সবসময় দেরি কইরে আসে।,Pabna
আমারে তোমার প্ল্যান কও।,Cumilla
বিলেই আরতুন গম লাগে।,Chittagong
আমার মন বসে না।,Pabna
অঁনের মতামত এক্কানা জানাইবেন নি?,Chittagong
আমি ঐটুক জাগা হাট্যা যাব।,Pabna
আরে! এত সুন্দর জায়গা আগে দেখিনি,Pabna
তুমি কিতা ঘুরতে ভালা লাগে নি?,Sylhet
আমারে কি একটু জাগা দেখাইবেন?,Cumilla
ডাক্তর আওয়ার আগেউ বিমারি মরি গেল,Chittagong
আজকা বার্ষিকী উদযাপন করো।,Cumilla
হাসিত ন পারির।,Chittagong
হামাকে তোমার পরিকল্পনা গুইলা কও।,Bogura
আমার আম্মা হাটে যাইবো।,Cumilla
কাঁঠালের বিচি ভর্তা খাওয়াবেন ?,Pabna
হডে গিয়ন??,Chittagong
আলু ভতা দিয়া মাখায় খা,Bogura
বাহ!তুই দারুণ কইরা ফেলছস।,Pabna
আফনার অভিজ্ঞতা শেয়ার করবায়নি?,Sylhet
বাড়ীর কামগুলো শ্যাষ কর,Pabna
"আমাগো পাবনা, আমাগো অহংকার।",Pabna
আমি ইংরেজি মাত জানি না,Sylhet
এইডায় কে কি কইলো সেডা আমার দেহার বিষয় না।,Pabna
বাবা গরত নাই।,Chittagong
আরে!এত্ত জলদি খেমনে অইগেলো!,Sylhet
তুমার কতা শুনে মন খারাপ হইয়ে যায়।,Pabna
আমারে এখটু হেল্প খরইন।,Sylhet
আইগা চলো,Bogura
আঁই সবসময় সত্য হতা হই।,Chittagong
ইবা আগে গর।,Chittagong
এই ছবিডা আপনার ফোনে পাঠাইতে পারবেন।,Pabna
অবিশ্বাস্য! এইডা কি সত্যি?,Pabna
মেহমান আইসে।,Pabna
তোমার আত্মবিশ্বাস খুব শক্তিশালী।,Cumilla
আমারে কিতা এখটু জাগাটা দেখাইবায় নি?,Sylhet
কোনে গেইলেন?,Pabna
আপনার সাহায্যের দরকার আছে।,Pabna
আমি একমত।,Pabna
অউটা আগে খরো।,Sylhet
কেক হত্তে হাডিবি,Chittagong
তোমার দরখার অইলে আইও।,Sylhet
তোমার পছন্দের রেস্টুরেন্ট কোনডা?,Cumilla
তোর বাপ আইসলে কইস।,Pabna
রঙ লাইজ্ঞে পাল্লা,Chittagong
তোমার পছন্দের গান কি?,Pabna
তুই সত্যি বিশেষ।,Rangpur
শুভ বেইন্না।,Chittagong
আমি ফিরে আসপো।,Pabna
হন কি সাহায্য লাগিব নে।,Chittagong
আদা দিইয়া বানাও,Bogura
আজকা আমার কোনো মুড নাই।,Cumilla
ইতে পড়ালেখায় বেশি ভালা।,Chittagong
এক্কানা জিরেইত দন।,Chittagong
তুই কি কেলাসত সক্রিয়ভাবে অংশ নেইশ?,Rangpur
তুমি কি সকালে উইঠা শরীরচর্চা করো নাকি?,Bogura
আহা! কী মিষ্টি!,Cumilla
গরম পানি আনেক।,Rangpur
আমারে ফন দিও।,Sylhet
তোক না ডাংগেয়া ভাত খাইম না,Rangpur
দুপুরে সময় মতো ফিরত আও।,Cumilla
আমাগো মধ্যে অনেক কাজিয়া হইছে।,Cumilla
তা তোমার উত্তি ক্যংকা দেওয়া মানে,Rangpur
তুমি কিতা নয়া কোন্তা হিকতায় চাও নি?,Sylhet
ভালো করে রান্না শিখিস।,Pabna
শুদ্ধ ভাষায় মাতালাগের,Sylhet
সয়ম কইরা আইসো,Bogura
ওই তো একখান হাসিখুশি মেছোল।,Bogura
তুমি হগলতের সাহায্যে আগায় আও।,Cumilla
মনে মনে শপথ লইয়ি,Chittagong
আমার লাইগা একটু জাগা দ্যান।,Cumilla
কি সোন্দর ছবি,Rangpur
স্কুলের সময় মনে রাইহো।,Cumilla
হামারি তাইলে চোহের ভুল।,Bogura
